'one': [19238, 49] 
'villains': [14, 8] 
'abridge': [14, 6] 
'motto': [14, 5] 
'esteems': [14, 8] 
'remonstrance': [14, 6] 
'walled': [14, 9] 
'salamis': [14, 10] 
'refutation': [14, 8] 
'references': [14, 7] 
'requirements': [14, 7] 
'uncles': [14, 6] 
'penetration': [14, 10] 
'hits': [14, 7] 
'revelations': [14, 7] 
'paradoxes': [14, 8] 
'piraeus': [14, 4] 
'retort': [14, 8] 
'enjoins': [14, 7] 
'consummation': [14, 8] 
'predicament': [14, 10] 
'blames': [14, 11] 
'admirer': [14, 10] 
'partners': [14, 10] 
'plentifully': [14, 7] 
'herdsmen': [14, 7] 
'weavers': [14, 3] 
'aptitude': [14, 9] 
'basest': [14, 9] 
'proteus': [14, 6] 
'baser': [14, 10] 
'aphrodite': [14, 6] 
'ancestral': [14, 6] 
'metre': [14, 5] 
'multiplicity': [14, 10] 
'exhibiting': [14, 10] 
'dross': [14, 6] 
'plotted': [14, 10] 
'legislating': [14, 6] 
'mending': [14, 11] 
'coolness': [14, 8] 
'repulsion': [14, 5] 
'slays': [14, 5] 
'colleagues': [14, 6] 
'kinsfolk': [14, 11] 
'gear': [14, 5] 
'hooked': [14, 6] 
'dreamer': [14, 7] 
'cordial': [14, 9] 
'eunuch': [14, 6] 
'excellences': [14, 7] 
'vastly': [14, 8] 
'stags': [14, 7] 
'blunted': [14, 8] 
'nutriment': [14, 6] 
'reasonableness': [14, 7] 
'circuitous': [14, 7] 
'inaccurate': [14, 8] 
'subdivisions': [14, 7] 
'eyesight': [14, 10] 
'intimation': [14, 9] 
'emerge': [14, 10] 
'prelude': [14, 10] 
'implying': [14, 7] 
'halting': [14, 7] 
'flatters': [14, 6] 
'puppy': [14, 7] 
'evolution': [14, 4] 
'scimitar': [14, 6] 
'competitor': [14, 7] 
'restricting': [14, 7] 
'adherents': [14, 7] 
'lotus': [14, 5] 
'aggravated': [14, 7] 
'unpopular': [14, 6] 
'shortness': [14, 11] 
'bitterest': [14, 12] 
'digression': [14, 8] 
'pleasanter': [14, 8] 
'repressed': [14, 10] 
'harshness': [14, 9] 
'minutest': [14, 9] 
'column': [14, 8] 
'spindle': [14, 5] 
'nightingale': [14, 11] 
'cupboard': [14, 3] 
'jurists': [14, 5] 
'fisherman': [14, 8] 
'apollodorus': [14, 3] 
'deliberative': [14, 4] 
'enumerate': [14, 9] 
'exhibition': [14, 8] 
'electing': [14, 3] 
'aspiring': [14, 10] 
'suspension': [14, 9] 
'enriching': [14, 9] 
'posterior': [14, 6] 
'alters': [14, 8] 
'comprise': [14, 9] 
'seamen': [14, 6] 
'favored': [14, 4] 
'engrossing': [14, 5] 
'symmetry': [14, 7] 
'graze': [14, 9] 
'restriction': [14, 7] 
'counteract': [14, 10] 
'decorated': [14, 7] 
'presidents': [14, 5] 
'examines': [14, 11] 
'particle': [14, 9] 
'violates': [14, 9] 
'immemorial': [14, 11] 
'ornamental': [14, 7] 
'exhibitions': [14, 5] 
'delos': [14, 9] 
'behaving': [14, 7] 
'adulterers': [14, 6] 
'hindrances': [14, 8] 
'ruining': [14, 10] 
'wanderer': [14, 9] 
'allowances': [14, 8] 
'acquiescence': [14, 7] 
'misadventure': [14, 5] 
'limiting': [14, 8] 
'tickle': [14, 9] 
'tickled': [14, 7] 
'amour': [14, 5] 
'confirming': [14, 7] 
'genuinely': [14, 5] 
'whirled': [14, 8] 
'womanish': [14, 9] 
'holdest': [14, 8] 
'circumscribed': [14, 5] 
'epochs': [14, 8] 
'aptly': [14, 9] 
'valuing': [14, 7] 
'worshipper': [14, 6] 
'betake': [14, 11] 
'standest': [14, 5] 
'deserting': [14, 8] 
'corrects': [14, 10] 
'contentedly': [14, 10] 
'component': [14, 5] 
'periodic': [14, 3] 
'reflects': [14, 9] 
'hymen': [14, 7] 
'schoolmaster': [14, 10] 
'gardeners': [14, 8] 
'prescience': [14, 5] 
'courtly': [14, 8] 
'extant': [14, 7] 
'stifle': [14, 10] 
'topic': [14, 7] 
'spiritually': [14, 5] 
'unaccountable': [14, 9] 
'distaste': [14, 8] 
'divinities': [14, 4] 
'innocently': [14, 8] 
'watchmen': [14, 3] 
'injunction': [14, 5] 
'terrific': [14, 8] 
'extraneous': [14, 6] 
'iniquitous': [14, 7] 
'persistent': [14, 8] 
'enormities': [14, 5] 
'dilemma': [14, 9] 
'insidious': [14, 8] 
'commissioned': [14, 11] 
'flagrant': [14, 8] 
'reserves': [14, 10] 
'assessors': [14, 5] 
'puff': [14, 7] 
'irreligious': [14, 9] 
'exacting': [14, 11] 
'reckons': [14, 7] 
'tuscans': [14, 6] 
'acclamations': [14, 7] 
'nuisance': [14, 10] 
'dirge': [14, 8] 
'requited': [14, 9] 
'prodigy': [14, 8] 
'soothsayers': [14, 4] 
'entailed': [14, 7] 
'capricious': [14, 10] 
'profiting': [14, 8] 
'blemishes': [14, 5] 
'melius': [14, 3] 
'erudition': [14, 5] 
'cannæ': [14, 3] 
'enervated': [14, 6] 
'chickens': [14, 8] 
'wrangling': [14, 5] 
'unbridled': [14, 8] 
'pining': [14, 10] 
'insinuated': [14, 8] 
'spurred': [14, 8] 
'contemned': [14, 5] 
'lucullus': [14, 4] 
'faunus': [14, 4] 
'loftiness': [14, 7] 
'worthily': [14, 9] 
'superstitions': [14, 6] 
'misdeeds': [14, 8] 
'250': [14, 6] 
'blasphemies': [14, 5] 
'loathe': [14, 9] 
'prophecies': [14, 8] 
'sorceries': [14, 5] 
'ive': [14, 5] 
'mourns': [14, 5] 
'343': [14, 3] 
'351': [14, 3] 
'352': [14, 4] 
'respectfully': [14, 8] 
'355': [14, 4] 
'incorrigible': [14, 9] 
'357': [14, 4] 
'364': [14, 5] 
'poised': [14, 5] 
'378': [14, 4] 
'381': [14, 6] 
'384': [14, 5] 
'cult': [14, 4] 
'385': [14, 5] 
'391': [14, 4] 
'402': [14, 4] 
'triumphantly': [14, 10] 
'completing': [14, 8] 
'rewarding': [14, 9] 
'sibyl': [14, 3] 
'438': [14, 4] 
'443': [14, 3] 
'445': [14, 5] 
'explicitly': [14, 6] 
'flaw': [14, 7] 
'acceptation': [14, 6] 
'dawned': [14, 7] 
'injures': [14, 8] 
'inordinately': [14, 4] 
'actuality': [14, 4] 
'lukewarm': [14, 8] 
'530': [14, 2] 
'hagar': [14, 3] 
'brittany': [14, 4] 
'bc': [14, 5] 
'spaniard': [14, 8] 
'unguarded': [14, 9] 
'localities': [14, 5] 
'licet': [14, 2] 
'noteworthy': [14, 5] 
'assures': [14, 9] 
'nephews': [14, 9] 
'resided': [14, 7] 
'javelins': [14, 7] 
'spittle': [14, 6] 
'decemvirate': [14, 1] 
'xxxviii': [14, 6] 
'forestall': [14, 8] 
'reek': [14, 9] 
'blending': [14, 6] 
'ensuing': [14, 9] 
'overwhelm': [14, 10] 
'predecessor': [14, 8] 
'lavish': [14, 10] 
'papirius': [14, 1] 
'exigency': [14, 5] 
'centred': [14, 4] 
'cathedral': [14, 6] 
'picking': [14, 7] 
'negotiations': [14, 7] 
'guns': [14, 7] 
'sprinkling': [14, 7] 
'crassus': [14, 3] 
'country”': [14, 4] 
'nam': [14, 4] 
'tyrians': [14, 4] 
'transcends': [14, 8] 
'accomplices': [14, 5] 
'indiscreetly': [14, 4] 
'freedman': [14, 5] 
'handwriting': [14, 7] 
'emilius': [14, 3] 
'nightfall': [14, 5] 
'nursery': [14, 9] 
'choicest': [14, 10] 
'thenceforward': [14, 6] 
'ebb': [14, 11] 
'anatomy': [14, 9] 
'digestion': [14, 6] 
'fantasy': [14, 9] 
'reformers': [14, 6] 
'vaine': [14, 1] 
'continuall': [14, 1] 
'pleaseth': [14, 3] 
'singularity': [14, 8] 
'designes': [14, 1] 
'complexions': [14, 2] 
'numb': [14, 3] 
'enclined': [14, 1] 
'trash': [14, 6] 
'marches': [14, 9] 
'containeth': [14, 3] 
'gnawed': [14, 9] 
'oblations': [14, 6] 
'chests': [14, 7] 
'kingdomes': [14, 1] 
'rupture': [14, 6] 
'forbearing': [14, 6] 
'unfeigned': [14, 5] 
'perisheth': [14, 3] 
'contumely': [14, 4] 
'attorney': [14, 6] 
'tuition': [14, 4] 
'wanteth': [14, 2] 
'childs': [14, 8] 
'cognisance': [14, 4] 
'whilest': [14, 1] 
'intents': [14, 9] 
'protestants': [14, 6] 
'oeconomy': [14, 2] 
'importing': [14, 4] 
'wounding': [14, 8] 
'mixt': [14, 4] 
'ecclesiastiques': [14, 1] 
'enlarging': [14, 10] 
'judg': [14, 2] 
'jonas': [14, 2] 
'vitae': [14, 4] 
'mee': [14, 1] 
'bladder': [14, 5] 
'1725': [14, 3] 
'countrey': [14, 1] 
'matthias': [14, 4] 
'epist': [14, 3] 
'abihu': [14, 2] 
'1928': [14, 2] 
'2819': [14, 2] 
'contagious': [14, 9] 
'divino': [14, 3] 
'2910': [14, 2] 
'consolidation': [14, 4] 
'constable': [14, 8] 
'romane': [14, 1] 
'controverted': [14, 7] 
'delivereth': [14, 2] 
'suppression': [14, 7] 
'encroachment': [14, 7] 
'japan': [14, 5] 
'herbert': [14, 6] 
'1750': [14, 4] 
'1688': [14, 3] 
'belli': [14, 3] 
'berne': [14, 3] 
'1780': [14, 4] 
'1784': [14, 4] 
'1861': [14, 4] 
'foreword': [14, 2] 
'irrevocably': [14, 7] 
'clashing': [14, 7] 
'drain': [14, 9] 
'modifying': [14, 4] 
'concentrate': [14, 7] 
'freest': [14, 5] 
'strides': [14, 10] 
'richness': [14, 9] 
'cupidity': [14, 7] 
'simples': [14, 8] 
'overstocked': [14, 2] 
'commonest': [14, 7] 
'communicating': [14, 8] 
'entertains': [14, 5] 
'impartiality': [14, 7] 
'amours': [14, 7] 
'factitious': [14, 4] 
'cultured': [14, 5] 
'scrupulously': [14, 10] 
'hospitals': [14, 9] 
'tenacious': [14, 7] 
'apprehensive': [14, 8] 
'axle': [14, 4] 
'anterior': [14, 5] 
'intermission': [14, 11] 
'courser': [14, 4] 
'famished': [14, 10] 
'exquisitely': [14, 8] 
'hovel': [14, 7] 
'unrelenting': [14, 7] 
'flourishes': [14, 10] 
'invidious': [14, 5] 
'oedipus': [14, 4] 
'applauses': [14, 7] 
'monastery': [14, 6] 
'influencing': [14, 9] 
'fantastical': [14, 8] 
'encouragements': [14, 2] 
'glides': [14, 6] 
'jollity': [14, 5] 
'clan': [14, 8] 
'antigonus': [14, 2] 
'swallows': [14, 7] 
'scholastic': [14, 3] 
'jar': [14, 9] 
'heaved': [14, 8] 
'azure': [14, 7] 
'velocities': [14, 1] 
'brahe': [14, 1] 
'focus': [14, 7] 
'indisposed': [14, 5] 
'drapery': [14, 4] 
'pyramid': [14, 5] 
'puzzling': [14, 9] 
'voyages': [14, 5] 
'foal': [14, 8] 
'suo': [14, 3] 
'option': [14, 6] 
'ephron': [14, 2] 
'coins': [14, 3] 
'sowed': [14, 5] 
'fisheries': [14, 1] 
'wares': [14, 8] 
'thirtieth': [14, 3] 
'executioner': [14, 6] 
'apprentice': [14, 4] 
'14th': [14, 3] 
'brambles': [14, 8] 
'oats': [14, 6] 
'inclusive': [14, 2] 
'1630': [14, 3] 
'interrupting': [14, 5] 
'1625': [14, 2] 
'1628': [14, 3] 
'1726': [14, 3] 
'1727': [14, 2] 
'lodges': [14, 7] 
'expiration': [14, 4] 
'strewed': [14, 6] 
'inexhaustible': [14, 4] 
'drawback': [14, 3] 
'chace': [14, 3] 
'ecclesiastic': [14, 4] 
'luther': [14, 4] 
'suetonius': [14, 2] 
'concernant': [14, 1] 
'pawn': [14, 6] 
'winking': [14, 9] 
'litigation': [14, 5] 
'vestiges': [14, 6] 
'amir': [14, 1] 
'debauch': [14, 6] 
'blushes': [14, 5] 
'annum': [14, 4] 
'grandmother': [14, 10] 
'cement': [14, 5] 
'dole': [14, 7] 
'overlay': [14, 2] 
'cud': [14, 3] 
'sparks': [14, 9] 
'jolly': [14, 8] 
'stalk': [14, 6] 
'reviled': [14, 6] 
'adores': [14, 7] 
'dive': [14, 9] 
'rakes': [14, 5] 
'perfume': [14, 9] 
'twisting': [14, 8] 
'princesses': [14, 6] 
'sweeps': [14, 10] 
'wanders': [14, 9] 
'scare': [14, 9] 
'jostle': [14, 3] 
'egotism': [14, 3] 
'assails': [14, 6] 
'succor': [14, 3] 
'premeditation': [14, 3] 
'straightforward': [14, 8] 
'kentucky': [14, 3] 
'1890': [14, 2] 
'aggressor': [14, 2] 
'acclimatisation': [14, 1] 
'aphides': [14, 1] 
'denudation': [14, 1] 
'tumblers': [14, 6] 
'rats': [14, 7] 
'pistil': [14, 1] 
'twigs': [14, 5] 
'forbes': [14, 1] 
'side”': [14, 6] 
'vermilion': [14, 6] 
'cooked': [14, 7] 
'grassy': [14, 6] 
'berries': [14, 8] 
'stump': [14, 8] 
'loops': [14, 2] 
'aph': [14, 1] 
'sunny': [14, 8] 
'agonising': [14, 3] 
'pranks': [14, 8] 
'stalwart': [14, 6] 
'aforetime': [14, 5] 
'aimlessly': [14, 5] 
'frenzied': [14, 8] 
'weird': [14, 3] 
'wag': [14, 6] 
'christmas': [14, 6] 
'beriah': [14, 2] 
'“i’m': [14, 3] 
'something”': [14, 4] 
'thoughtfully': [14, 3] 
'“does': [14, 5] 
'mustn’t': [14, 2] 
'trapped': [14, 6] 
'hannah': [14, 2] 
'neutralizations': [14, 1] 
'ap': [14, 3] 
'nonpolitical': [14, 1] 
'scroll': [14, 7] 
'briseis': [14, 2] 
'slung': [14, 7] 
'drenched': [14, 9] 
'dulichium': [14, 2] 
'aetolians': [14, 2] 
'scaean': [14, 2] 
'panthous': [14, 1] 
'glared': [14, 6] 
'bleating': [14, 6] 
'gushing': [14, 7] 
'hermon': [14, 2] 
'untied': [14, 5] 
'desperately': [14, 7] 
'woeful': [14, 8] 
'amber': [14, 5] 
'shuddered': [14, 3] 
'paunch': [14, 7] 
'shiver': [14, 6] 
'apiece': [14, 4] 
'heth': [14, 1] 
'jebusite': [14, 1] 
'amorite': [14, 1] 
'chaldees': [14, 2] 
'bake': [14, 4] 
'1925': [14, 1] 
'sojourned': [14, 2] 
'2518': [14, 1] 
'2615': [14, 1] 
'2616': [14, 1] 
'2617': [14, 1] 
'2618': [14, 1] 
'2619': [14, 1] 
'2713': [14, 1] 
'2810': [14, 1] 
'2811': [14, 1] 
'2813': [14, 1] 
'2814': [14, 1] 
'2815': [14, 1] 
'2816': [14, 1] 
'2817': [14, 1] 
'hadad': [14, 1] 
'wentest': [14, 1] 
'gershom': [14, 1] 
'amram': [14, 1] 
'830': [14, 1] 
'930': [14, 1] 
'leavened': [14, 1] 
'2322': [14, 1] 
'2323': [14, 1] 
'2324': [14, 1] 
'2325': [14, 1] 
'badgers’': [14, 1] 
'833': [14, 1] 
'834': [14, 1] 
'spreadeth': [14, 1] 
'1327': [14, 1] 
'scall': [14, 1] 
'glean': [14, 3] 
'nethaneel': [14, 1] 
'1033': [14, 1] 
'hor': [14, 2] 
'pricks': [14, 9] 
'cleaveth': [14, 2] 
'debir': [14, 1] 
'bethhoron': [14, 1] 
'tabor': [14, 3] 
'barak': [14, 1] 
'jerubbaal': [14, 1] 
'hushai': [14, 1] 
'iddo': [14, 1] 
'pashur': [14, 1] 
'jeduthun': [14, 1] 
'sadducees': [14, 1] 
'silas': [14, 2] 
'twere': [14, 3] 
'exeunt': [14, 7] 
'pylades': [14, 3] 
'hostess': [14, 4] 
'expelld': [14, 2] 
'offrings': [14, 2] 
'shard': [14, 3] 
'disheveld': [14, 2] 
'draggd': [14, 2] 
'finishd': [14, 2] 
'flowd': [14, 2] 
'strumpet': [14, 7] 
'craggy': [14, 3] 
'wingd': [14, 2] 
'poisd': [14, 2] 
'gatherd': [14, 2] 
'livid': [14, 3] 
'amain': [14, 4] 
'adornd': [14, 2] 
'advancd': [14, 2] 
'whirld': [14, 2] 
'latians': [14, 1] 
'flowr': [14, 2] 
'caparison': [14, 3] 
'tagus': [14, 4] 
'tereus': [14, 2] 
'roughness': [14, 4] 
'surprizd': [14, 1] 
'caunus': [14, 1] 
'eyes”': [14, 5] 
'haunches': [14, 4] 
'hear”': [14, 5] 
'montaigne’s': [14, 1] 
'no”': [14, 4] 
'gascon': [14, 2] 
'sieur': [14, 1] 
'deor': [14, 1] 
'rapier': [14, 5] 
'years”': [14, 3] 
'recipe': [14, 2] 
'“those': [14, 3] 
'either”': [14, 4] 
'other”': [14, 4] 
'volumnius': [14, 2] 
'fellow”': [14, 4] 
'word”': [14, 4] 
'arm’d': [14, 8] 
'“certainly': [14, 4] 
'seem’d': [14, 7] 
'lope': [14, 1] 
'they’re': [14, 3] 
'thrashed': [14, 2] 
'“hush': [14, 2] 
'‘this': [14, 5] 
'possible”': [14, 3] 
'squire”': [14, 1] 
'pasamonte': [14, 1] 
'‘for': [14, 3] 
'marien': [14, 1] 
'waistcoat': [14, 3] 
'“quite': [14, 2] 
'bennet”': [14, 1] 
'overcoat': [14, 2] 
'svidrigaïlov’s': [14, 1] 
'neva': [14, 1] 
'vodka': [14, 2] 
'petrovitch”': [14, 1] 
'dounia”': [14, 1] 
'rayley': [14, 1] 
'damn’d': [14, 4] 
'donalbain': [14, 1] 
'philostrate': [14, 1] 
'dastard': [13, 5] 
'loftiest': [13, 7] 
'advent': [13, 6] 
'fife': [13, 5] 
'immeasurable': [13, 6] 
'illuminated': [13, 8] 
'planning': [13, 9] 
'nominally': [13, 9] 
'banner': [13, 9] 
'consigned': [13, 8] 
'robs': [13, 10] 
'observant': [13, 8] 
'boston': [13, 5] 
'insecure': [13, 8] 
'sophist': [13, 6] 
'largeness': [13, 9] 
'dramatic': [13, 8] 
'completion': [13, 10] 
'jean': [13, 5] 
'idealism': [13, 6] 
'hinted': [13, 7] 
'perversions': [13, 3] 
'creations': [13, 7] 
'dates': [13, 8] 
'recapitulation': [13, 4] 
'rejoined': [13, 8] 
'garland': [13, 8] 
'makers': [13, 8] 
'unintentionally': [13, 5] 
'superintend': [13, 10] 
'retaliation': [13, 9] 
'toilsome': [13, 10] 
'loftier': [13, 9] 
'unmistakable': [13, 5] 
'retailer': [13, 2] 
'bequeath': [13, 6] 
'sauces': [13, 3] 
'perfumes': [13, 8] 
'callings': [13, 6] 
'paints': [13, 9] 
'celebrating': [13, 9] 
'serf': [13, 5] 
'heinous': [13, 11] 
'craftsmen': [13, 4] 
'engender': [13, 9] 
'reminding': [13, 9] 
'expiate': [13, 7] 
'vaunting': [13, 6] 
'flutes': [13, 8] 
'severer': [13, 11] 
'purgation': [13, 5] 
'superintendence': [13, 9] 
'athletes': [13, 5] 
'defendant': [13, 7] 
'asclepius': [13, 3] 
'infusion': [13, 8] 
'sucked': [13, 9] 
'undergoes': [13, 5] 
'accomplishing': [13, 8] 
'encamp': [13, 3] 
'commoner': [13, 8] 
'plural': [13, 6] 
'habitable': [13, 7] 
'cultivates': [13, 8] 
'educating': [13, 5] 
'nurtured': [13, 5] 
'valiantly': [13, 5] 
'sameness': [13, 8] 
'nameless': [13, 8] 
'swiftest': [13, 8] 
'hindering': [13, 8] 
'unbelievers': [13, 9] 
'paleness': [13, 6] 
'puzzle': [13, 6] 
'unskilful': [13, 9] 
'endowments': [13, 9] 
'cleverest': [13, 4] 
'estranged': [13, 7] 
'calmer': [13, 8] 
'eyed': [13, 8] 
'fastidious': [13, 6] 
'smallness': [13, 8] 
'proposing': [13, 8] 
'contradicting': [13, 8] 
'stratagems': [13, 10] 
'schooled': [13, 9] 
'sentenced': [13, 7] 
'initiated': [13, 7] 
'infatuation': [13, 7] 
'vilest': [13, 11] 
'pleasantest': [13, 5] 
'immeasurably': [13, 8] 
'cerberus': [13, 6] 
'purport': [13, 9] 
'reverenced': [13, 6] 
'pitying': [13, 7] 
'perishes': [13, 10] 
'attaching': [13, 8] 
'compositions': [13, 5] 
'overgrown': [13, 6] 
'runner': [13, 6] 
'symbols': [13, 6] 
'sirens': [13, 5] 
'irremediable': [13, 7] 
'manager': [13, 7] 
'restrict': [13, 9] 
'illiberal': [13, 6] 
'miletus': [13, 8] 
'ministerial': [13, 3] 
'recognizing': [13, 7] 
'libya': [13, 8] 
'visibly': [13, 7] 
'neighboring': [13, 5] 
'penury': [13, 9] 
'highwayman': [13, 5] 
'threefold': [13, 7] 
'rhodes': [13, 7] 
'jurors': [13, 3] 
'sued': [13, 9] 
'underlying': [13, 7] 
'predominate': [13, 8] 
'appoints': [13, 8] 
'unprovided': [13, 8] 
'predominates': [13, 6] 
'numerical': [13, 5] 
'facilitated': [13, 7] 
'usurping': [13, 9] 
'courting': [13, 8] 
'creeps': [13, 9] 
'contentions': [13, 7] 
'census': [13, 5] 
'despots': [13, 6] 
'archelaus': [13, 6] 
'dion': [13, 5] 
'lavished': [13, 9] 
'treasurer': [13, 6] 
'juster': [13, 8] 
'loath': [13, 10] 
'tyrannize': [13, 8] 
'accrue': [13, 9] 
'antiquated': [13, 7] 
'unfaithful': [13, 8] 
'infuse': [13, 9] 
'wrestling': [13, 8] 
'lightened': [13, 7] 
'nicety': [13, 7] 
'endowment': [13, 6] 
'rhadamanthus': [13, 6] 
'contradicts': [13, 8] 
'replenished': [13, 5] 
'likened': [13, 6] 
'factors': [13, 3] 
'credited': [13, 9] 
'completes': [13, 9] 
'injunctions': [13, 6] 
'pedant': [13, 4] 
'gape': [13, 10] 
'conflagration': [13, 8] 
'openness': [13, 9] 
'coincidence': [13, 5] 
'soundest': [13, 8] 
'spiders': [13, 8] 
'uninterrupted': [13, 8] 
'respiration': [13, 6] 
'leon': [13, 4] 
'takest': [13, 4] 
'shrinking': [13, 10] 
'insuperable': [13, 4] 
'limpid': [13, 6] 
'detach': [13, 9] 
'participating': [13, 6] 
'suppositions': [13, 11] 
'unsound': [13, 11] 
'vesture': [13, 5] 
'ineffectual': [13, 10] 
'censures': [13, 6] 
'peruse': [13, 9] 
'necessitous': [13, 3] 
'editor': [13, 8] 
'translating': [13, 7] 
'bewailed': [13, 8] 
'brightly': [13, 6] 
'calamitous': [13, 6] 
'lovingly': [13, 10] 
'hemmed': [13, 5] 
'obviate': [13, 6] 
'blandishments': [13, 6] 
'matrimonial': [13, 6] 
'baleful': [13, 5] 
'infect': [13, 10] 
'bewailing': [13, 7] 
'humiliated': [13, 5] 
'eclipse': [13, 8] 
'evildoers': [13, 2] 
'ignore': [13, 6] 
'lucre': [13, 6] 
'prompting': [13, 8] 
'terence': [13, 6] 
'insufferable': [13, 9] 
'sabine': [13, 5] 
'incredibly': [13, 6] 
'survives': [13, 8] 
'comprehensible': [13, 6] 
'supplicate': [13, 5] 
'credence': [13, 7] 
'stedfast': [13, 3] 
'ceremonial': [13, 9] 
'lucan': [13, 5] 
'forum': [13, 6] 
'horatius': [13, 3] 
'deified': [13, 4] 
'enlist': [13, 9] 
'soaked': [13, 7] 
'sated': [13, 7] 
'portentous': [13, 10] 
'agrarian': [13, 4] 
'wrongfully': [13, 6] 
'gracchus': [13, 4] 
'pirates': [13, 9] 
'admittance': [13, 10] 
'stems': [13, 5] 
'verity': [13, 9] 
'160': [13, 7] 
'impeached': [13, 3] 
'oriental': [13, 6] 
'extricate': [13, 9] 
'180': [13, 7] 
'commences': [13, 6] 
'perversity': [13, 8] 
'righteously': [13, 4] 
'providential': [13, 6] 
'vitam': [13, 3] 
'holidays': [13, 8] 
'deceitfully': [13, 3] 
'eke': [13, 8] 
'lucifer': [13, 6] 
'lengthened': [13, 8] 
'surmounted': [13, 9] 
'astronomical': [13, 6] 
'desist': [13, 9] 
'341': [13, 2] 
'ablest': [13, 10] 
'moderated': [13, 9] 
'consonant': [13, 5] 
'383': [13, 5] 
'psalmist': [13, 3] 
'contrite': [13, 4] 
'389': [13, 3] 
'392': [13, 5] 
'theurgy': [13, 1] 
'reconciling': [13, 9] 
'397': [13, 4] 
'398': [13, 4] 
'spells': [13, 10] 
'delude': [13, 6] 
'altercation': [13, 5] 
'405': [13, 5] 
'figured': [13, 5] 
'sion': [13, 3] 
'behoved': [13, 7] 
'unspeakable': [13, 9] 
'incorruption': [13, 4] 
'454': [13, 4] 
'noisome': [13, 8] 
'medicinal': [13, 4] 
'dusk': [13, 7] 
'delectable': [13, 5] 
'necessitated': [13, 7] 
'gratuitous': [13, 7] 
'deducted': [13, 7] 
'circumstantial': [13, 6] 
'quickening': [13, 3] 
'stuffed': [13, 8] 
'rounded': [13, 9] 
'ferrara': [13, 4] 
'delinquents': [13, 7] 
'defender': [13, 8] 
'bentivogli': [13, 2] 
'designing': [13, 10] 
'siena': [13, 4] 
'18th': [13, 8] 
'della': [13, 6] 
'dependents': [13, 7] 
'affable': [13, 7] 
'pretexts': [13, 5] 
'upbraided': [13, 7] 
'sint': [13, 3] 
'unum': [13, 5] 
'irrevocable': [13, 9] 
'pandolfo': [13, 2] 
'extracts': [13, 8] 
'amity': [13, 10] 
'intellects': [13, 8] 
'pondering': [13, 9] 
'question”': [13, 6] 
'relies': [13, 7] 
'deviated': [13, 9] 
'duels': [13, 7] 
'guinigi': [13, 1] 
'modestly': [13, 9] 
'ensigns': [13, 6] 
'arno': [13, 3] 
'recommending': [13, 9] 
'spat': [13, 8] 
'same”': [13, 6] 
'said”': [13, 4] 
'can”': [13, 5] 
'suffrages': [13, 5] 
'xxxvi': [13, 5] 
'xxxvii': [13, 4] 
'xxxix': [13, 4] 
'sounder': [13, 7] 
'state’s': [13, 3] 
'apathy': [13, 6] 
'caligula': [13, 5] 
'carve': [13, 9] 
'sumptuary': [13, 5] 
'pinched': [13, 6] 
'impels': [13, 7] 
'soldier’s': [13, 7] 
'collectors': [13, 7] 
'drained': [13, 8] 
'snapped': [13, 8] 
'victual': [13, 6] 
'alfonso': [13, 3] 
'width': [13, 6] 
'exemptions': [13, 6] 
'failures': [13, 9] 
'faintest': [13, 10] 
'adapting': [13, 8] 
'softens': [13, 8] 
'prince’s': [13, 5] 
'“see': [13, 5] 
'“even': [13, 5] 
'slopes': [13, 8] 
'promptitude': [13, 7] 
'permissible': [13, 7] 
'essayed': [13, 7] 
'cavity': [13, 3] 
'adjust': [13, 7] 
'churchyard': [13, 4] 
'personated': [13, 3] 
'soveraignes': [13, 1] 
'moveth': [13, 5] 
'distempers': [13, 4] 
'pensive': [13, 8] 
'errours': [13, 1] 
'chimney': [13, 10] 
'whensoever': [13, 5] 
'clamor': [13, 5] 
'heare': [13, 1] 
'stile': [13, 5] 
'haunting': [13, 9] 
'slovenly': [13, 7] 
'crosse': [13, 1] 
'imprint': [13, 3] 
'dayes': [13, 1] 
'evangelists': [13, 4] 
'lyeth': [13, 1] 
'jus': [13, 6] 
'bindeth': [13, 2] 
'gospell': [13, 1] 
'renouncing': [13, 5] 
'dissenting': [13, 7] 
'kinder': [13, 10] 
'enliven': [13, 5] 
'item': [13, 6] 
'obstructions': [13, 6] 
'seasoned': [13, 11] 
'hedges': [13, 7] 
'prophecyed': [13, 1] 
'rom': [13, 3] 
'credulous': [13, 10] 
'dathan': [13, 2] 
'abiram': [13, 2] 
'2721': [13, 2] 
'bellarmine': [13, 2] 
'2028': [13, 2] 
'mandate': [13, 8] 
'presbyters': [13, 2] 
'ananias': [13, 2] 
'sift': [13, 7] 
'8th': [13, 4] 
'tares': [13, 4] 
'ambrose': [13, 2] 
'ware': [13, 8] 
'adder': [13, 8] 
'enoch': [13, 2] 
'prate': [13, 8] 
'jacques': [13, 5] 
'broadly': [13, 7] 
'brushed': [13, 5] 
'adheres': [13, 8] 
'vaguely': [13, 7] 
'widest': [13, 7] 
'1763': [13, 3] 
'vexatious': [13, 8] 
'tranquilly': [13, 5] 
'bodin': [13, 3] 
'protesting': [13, 8] 
'docile': [13, 6] 
'crises': [13, 4] 
'denominations': [13, 7] 
'forfeiting': [13, 6] 
'circulates': [13, 4] 
'migrate': [13, 4] 
'proletarian': [13, 3] 
